chipher,year,profile_name,direction_code,direction_name
ЭФБО,2022,Разработка кроссплатформенных бизнес-приложений,09.03.02,Информационные системы и технологии
ЭФБО,2022,Системное программное обеспечение,09.03.02,Информационные системы и технологии
ЭФБО,2022,Технологии визуального программирования,09.03.02,Информационные системы и технологии
ЭФБО,2022,Технологии искусственного интеллекта и анализ данных,09.03.02,Информационные системы и технологии
ЭФБО,2022,Технологии разработки программного обеспечения,09.03.02,Информационные системы и технологии
ЭФБО,2022,Фуллстек разработка,09.03.02,Информационные системы и технологии
ЭФМО,2020,"Аппаратное, программное и математическое обеспечение безопасности информационных систем",09.04.02,Информационные системы и технологии
ЭФМО,2020,Интеллектуальные информационные системы и технологии,09.04.02,Информационные системы и технологии
ЭФМО,2020,Программно-математическое обеспечение защищенных информационно-вычислительных систем,09.04.02,Информационные системы и технологии
ЭФМО,2020,Управление разработкой и внедрением предметно-ориентированных информационных систем,09.04.02,Информационные системы и технологии
ЭФМО,2021,Интеллектуальные информационные системы и технологии,09.04.02,Информационные системы и технологии
ЭФМО,2021,Компьютерный дизайн,09.04.02,Информационные системы и технологии
ЭФМО,2021,Системы управления базами данных,09.04.02,Информационные системы и технологии
ЭФМО,2021,Создание безопасных интеграционных решений в информационных системах,09.04.02,Информационные системы и технологии
ЭФМО,2021,Управление разработкой и внедрением предметно-ориентированных информационных систем,09.04.02,Информационные системы и технологии
ЭФМО,2022,Индустриальное программирование,09.04.02,Информационные системы и технологии
ЭФМО,2022,Компьютерный дизайн,09.04.02,Информационные системы и технологии
ЭФМО,2022,Многоагентные интеллектуальные системы,09.04.02,Информационные системы и технологии
ЭФМО,2022,Технологии обработки больших данных,09.04.02,Информационные системы и технологии
ЭФМО,2022,Управление разработкой и внедрением бизнес-приложений,09.04.02,Информационные системы и технологии
ЭЭБО,2019,Наноэлектроника,11.03.04,Электроника и наноэлектроника
ЭЭБО,2019,Промышленная электроника,11.03.04,Электроника и наноэлектроника
ЭЭБО,2020,Наноэлектроника,11.03.04,Электроника и наноэлектроника
ЭЭБО,2020,Промышленная электроника,11.03.04,Электроника и наноэлектроника
ЭЭБО,2021,Наноэлектроника,11.03.04,Электроника и наноэлектроника
ЭЭБО,2022,Наноэлектроника,11.03.04,Электроника и наноэлектроника
ЭЭМО,2020,Технологии и устройства микро- и наноэлектроники,11.04.04,Электроника и наноэлектроника
ЭЭМО,2021,"Engineering of modern materials for information technology, renewable energy and sensing",11.04.04,Электроника и наноэлектроника
ЭЭМО,2021,"Разработка современных материалов для устройств информационных технологий, возобновляемых источников энергии и сенсорики",11.04.04,Электроника и наноэлектроника
ЭЭМО,2021,Технологии и устройства микро- и наноэлектроники,11.04.04,Электроника и наноэлектроника
ЭЭМО,2022,"Engineering of modern materials for information technology, renewable energy and sensing",11.04.04,Электроника и наноэлектроника
ЭЭМО,2022,"Разработка современных материалов для устройств информационных технологий, возобновляемых источников энергии и сенсорики",11.04.04,Электроника и наноэлектроника
ЭЭМО,2022,Технологии и устройства микро- и наноэлектроники,11.04.04,Электроника и наноэлектроника
,2019,Административная деятельность,40.05.02,Правоохранительная деятельность
,2020,Административная деятельность,40.05.02,Правоохранительная деятельность
,2020,"Аэрокосмическое зондирование, геоинформационные системы и комплексы",05.04.03,Картография и геоинформатика
,2020,Правовое обеспечение предпринимательской деятельности,40.04.01,Юриспруденция
,2020,Промышленная фармация,33.04.01,Промышленная фармация
,2020,Управление объектами инженерного обеспечения жилищно-коммунального комплекса,38.04.10,Жилищное хозяйство и коммунальная инфраструктура
,2021,Информационное право в цифровой экономике,40.04.01,Юриспруденция
,2021,Промышленная фармация,33.04.01,Промышленная фармация
,2022,"Аэрокосмическое зондирование, геоинформационные системы и комплексы",05.04.03,Картография и геоинформатика
,2022,Информационное право в цифровой экономике,40.04.01,Юриспруденция
,2022,Правовое сопровождение бизнеса,40.04.01,Юриспруденция
,2022,Промышленная фармация,33.04.01,Промышленная фармация
,2022,Физика и технологии наносистем,28.04.01,Нанотехнологии и микросистемная техника
